lat,long,time,date,area(place),roadtype,temperature,weather,vehicletype,rain,humidity,accidents,traffic
17.936047,83.228804,15:59,2023-07-25,Bheemunipatnam,State Highway,27.3,Heavy Rain,Car,0.811,84.0,1,59.0
17.782511,83.178825,10:10,2021-07-14,Anakapalle,Local Road,25.0,Overcast,Car,0.709,75.4,1,39.4
17.942058,83.176748,12:15,2021-01-31,Gopalapatnam,Ghat Road,24.3,Clear,Two-wheeler,0.18,81.9,1,39.2
17.865059,83.329865,18:23,2022-12-07,MVP Colony,Local Road,21.5,Clear,Car,0.233,73.5,1,78.2
17.656585,83.363642,04:38,2021-08-03,Vizag Port,Minor Arterial,30.7,Light Rain,Two-wheeler,3.044,57.3,1,20.1
17.766915,83.214238,08:46,2023-01-09,Dwaraka Nagar,Minor Arterial,29.4,Drizzle,Two-wheeler,0.093,81.8,2,65.6
17.851416,83.155227,21:19,2019-02-21,Dwaraka Nagar,Local Road,27.3,Overcast,Two-wheeler,0.289,95.9,1,35.0
17.686569,83.205773,15:40,2020-01-09,Vizag Port,Minor Arterial,27.2,Clear,Two-wheeler,0.055,88.8,2,62.6
17.824215,83.164129,09:20,2023-03-30,Gopalapatnam,Minor Arterial,25.0,Drizzle,Two-wheeler,0.228,78.3,1,58.0
17.83331,83.175849,17:26,2021-07-19,Bheemunipatnam,Minor Arterial,29.5,Clear,Car,0.943,81.2,2,76.3
17.656945,83.257877,20:37,2019-06-05,Malkapuram,Minor Arterial,26.2,Overcast,Two-wheeler,1.626,62.7,1,51.7
17.79778,83.20748,15:05,2023-04-15,Dwaraka Nagar,Minor Arterial,30.2,Light Rain,Car,0.096,81.7,1,49.3
17.870069,83.278986,20:27,2022-01-18,Malkapuram,Minor Arterial,24.7,Clear,Car,0.07,80.7,1,63.6
17.774613,83.213373,17:52,2020-11-09,NAD Junction,Local Road,25.2,Clear,Car,0.133,70.0,3,61.1
17.604236,83.385134,09:20,2019-12-17,Gajuwaka,Local Road,30.8,Overcast,Car,0.451,64.1,1,56.2
17.603163,83.376486,11:37,2019-03-10,Bheemunipatnam,Major Arterial,31.3,Clear,Auto-rickshaw,0.225,92.6,1,45.7
17.72496,83.291702,21:18,2022-04-01,Vizag Port,Local Road,27.3,Clear,Two-wheeler,0.189,72.5,1,30.8
17.924168,83.238606,13:46,2022-06-19,Pendurthi,National Highway,29.8,Overcast,Car,1.909,64.4,1,46.0
17.680037,83.245287,11:39,2023-02-27,Kailasagiri,Local Road,25.8,Clear,Two-wheeler,0.261,65.0,5,35.5
17.822027,83.252963,18:07,2022-11-07,Seethammadhara,Major Arterial,26.5,Overcast,Two-wheeler,0.07,47.5,1,95.1
17.677727,83.331895,08:26,2021-12-11,Kailasagiri,Major Arterial,31.6,Clear,Two-wheeler,0.053,70.0,1,59.3
17.712584,83.26291,16:46,2020-10-15,Bheemunipatnam,Local Road,27.1,Clear,Two-wheeler,0.142,62.4,1,61.3
17.896815,83.364182,07:16,2019-03-04,Gajuwaka,Minor Arterial,27.1,Overcast,Car,0.032,65.6,1,49.2
17.855102,83.386024,15:19,2020-05-23,Pendurthi,Major Arterial,26.1,Drizzle,Two-wheeler,0.129,73.6,2,64.2
17.63339,83.233987,03:17,2019-10-19,Anakapalle,State Highway,27.0,Overcast,Car,0.236,77.0,1,8.2
17.750046,83.290174,20:24,2022-01-19,MVP Colony,Local Road,26.1,Clear,Car,0.001,80.0,3,49.4
17.610209,83.173764,07:01,2023-08-15,Anakapalle,National Highway,29.4,Drizzle,Cycle,0.177,73.9,1,30.9
17.768312,83.200117,15:34,2022-12-18,Gopalapatnam,National Highway,26.4,Clear,Car,0.655,79.5,1,53.8
17.831852,83.253366,19:06,2023-08-20,Dwaraka Nagar,Minor Arterial,31.7,Light Rain,Two-wheeler,3.945,80.8,1,75.9
17.641476,83.201551,15:09,2021-03-31,Gopalapatnam,Minor Arterial,29.2,Drizzle,Car,0.108,79.7,1,59.7
17.70111,83.36914,08:54,2022-10-20,Dwaraka Nagar,Local Road,28.6,Clear,Car,0.178,60.4,1,49.6
17.739243,83.189572,11:05,2019-05-30,Dwaraka Nagar,Local Road,33.1,Light Rain,Auto-rickshaw,0.034,70.7,1,38.5
17.921836,83.263915,00:12,2022-07-18,Kailasagiri,Local Road,28.6,Drizzle,Car,0.603,74.1,1,12.9
17.947639,83.301425,18:50,2021-05-30,Pendurthi,Local Road,33.2,Clear,Car,0.315,83.4,1,84.9
17.615719,83.322966,09:49,2023-05-24,Gopalapatnam,Local Road,30.6,Light Rain,Car,0.388,79.6,1,35.0
17.866353,83.245767,11:37,2022-02-13,Gajuwaka,State Highway,27.7,Clear,Two-wheeler,0.104,73.6,1,58.6
17.730103,83.367275,22:25,2020-12-04,Gopalapatnam,Major Arterial,25.6,Drizzle,Car,0.075,71.8,2,9.9
17.73736,83.29208,17:22,2020-05-30,MVP Colony,Minor Arterial,28.9,Light Rain,Car,0.229,93.3,1,67.6
17.863993,83.259877,09:05,2023-05-30,Anakapalle,Minor Arterial,34.9,Clear,Two-wheeler,0.253,79.1,1,50.5
17.921449,83.16681,20:10,2022-06-18,Seethammadhara,State Highway,29.4,Light Rain,Car,6.185,81.2,1,45.7
17.932825,83.266172,12:53,2019-01-30,Seethammadhara,Minor Arterial,23.4,Light Rain,Two-wheeler,0.239,77.5,2,30.9
17.801993,83.355184,09:50,2022-03-12,Dwaraka Nagar,Local Road,31.2,Overcast,Truck,0.055,76.7,1,53.1
17.724992,83.303635,08:23,2019-11-22,Gopalapatnam,Major Arterial,28.4,Clear,Auto-rickshaw,0.012,52.1,1,33.5
17.875642,83.358041,05:48,2023-09-15,Seethammadhara,Minor Arterial,25.6,Clear,Car,0.447,72.8,1,0.0
17.68785,83.273503,10:06,2021-08-06,MVP Colony,Minor Arterial,33.4,Overcast,Car,0.386,45.0,1,41.4
17.797426,83.179615,09:28,2019-01-16,Dwaraka Nagar,Major Arterial,31.8,Clear,Auto-rickshaw,0.019,65.8,1,38.4
17.725502,83.15341,12:13,2019-04-21,Seethammadhara,Minor Arterial,33.3,Overcast,Two-wheeler,0.118,80.8,1,44.4
17.829821,83.225805,14:01,2021-05-21,Vizag Port,State Highway,31.5,Clear,Two-wheeler,0.068,66.3,1,44.6
17.68414,83.324498,19:49,2020-12-13,Pendurthi,Minor Arterial,29.0,Heavy Rain,Car,0.518,48.0,1,79.6
17.667058,83.347565,15:59,2019-04-17,Dwaraka Nagar,Local Road,24.5,Clear,Two-wheeler,0.103,78.1,1,62.7
17.921384,83.223938,07:44,2020-01-14,Pendurthi,Local Road,30.2,Heavy Rain,Auto-rickshaw,0.418,65.6,1,18.7
17.635631,83.273913,11:34,2019-06-11,Rushikonda,Major Arterial,28.5,Drizzle,Two-wheeler,0.55,85.5,1,45.4
17.777085,83.25528,21:00,2019-10-10,Gopalapatnam,National Highway,28.7,Storm,Car,0.356,74.9,1,50.5
17.677298,83.252631,14:20,2019-09-26,Rushikonda,Local Road,28.7,Overcast,Two-wheeler,0.909,89.7,1,52.5
17.613625,83.207837,19:31,2020-04-28,Gopalapatnam,State Highway,29.6,Overcast,Two-wheeler,0.007,81.3,2,63.1
17.612607,83.184093,19:12,2020-10-28,Anakapalle,National Highway,25.2,Light Rain,Two-wheeler,0.133,89.1,1,79.2
17.661328,83.199172,11:16,2022-01-01,Vizag Port,Major Arterial,28.3,Clear,Two-wheeler,0.051,71.3,1,36.2
17.90337,83.163833,16:06,2022-05-05,NAD Junction,Local Road,27.0,Overcast,Two-wheeler,0.073,70.2,1,55.9
17.698868,83.199533,18:54,2022-06-20,MVP Colony,Local Road,28.8,Storm,Auto-rickshaw,1.73,77.9,1,78.5
17.932661,83.1523,11:25,2020-08-20,Rushikonda,Ghat Road,24.9,Light Rain,Two-wheeler,1.131,71.3,1,56.9
17.803568,83.306815,19:25,2021-03-09,Dwaraka Nagar,State Highway,30.9,Clear,Two-wheeler,0.439,80.1,1,84.5
17.752815,83.229094,08:54,2022-07-06,Pendurthi,Major Arterial,23.7,Heavy Rain,Car,4.122,73.5,1,62.2
17.803031,83.393286,02:16,2021-03-08,Kurmannapalem,Minor Arterial,27.9,Clear,Two-wheeler,0.235,76.5,2,8.8
17.780844,83.198429,08:29,2022-03-18,NAD Junction,Local Road,28.2,Drizzle,Truck,0.398,69.2,3,62.3
17.865572,83.236457,15:13,2020-01-25,MVP Colony,State Highway,31.7,Overcast,Truck,0.043,73.7,2,51.5
17.698874,83.23946,15:41,2020-02-20,Gajuwaka,Major Arterial,28.8,Clear,Cycle,0.017,70.9,1,57.0
17.723568,83.152113,15:10,2020-03-01,Dwaraka Nagar,Major Arterial,25.6,Clear,Truck,0.081,68.8,1,58.2
17.912933,83.359802,16:01,2021-09-23,MVP Colony,Local Road,25.3,Clear,Two-wheeler,0.591,72.1,1,65.2
17.93126,83.157999,05:31,2023-09-22,Pendurthi,State Highway,32.3,Light Rain,Car,1.641,64.2,3,22.1
17.912395,83.385045,18:12,2022-05-25,Malkapuram,Local Road,30.9,Clear,Car,0.367,71.0,1,82.3
17.746807,83.373019,17:14,2021-05-16,MVP Colony,Minor Arterial,30.4,Drizzle,Car,0.07,90.2,1,67.2
17.873128,83.28388,06:15,2019-03-27,MVP Colony,Major Arterial,25.9,Clear,Two-wheeler,0.111,83.4,1,22.9
17.766718,83.285899,17:54,2022-05-24,NAD Junction,Major Arterial,27.4,Clear,Two-wheeler,0.022,84.3,1,53.4
17.774139,83.313444,06:35,2020-02-27,Gopalapatnam,National Highway,33.7,Clear,Car,0.106,91.0,1,14.1
17.671638,83.246763,18:49,2022-09-05,Seethammadhara,Minor Arterial,28.2,Overcast,Two-wheeler,0.362,87.8,1,83.4
17.806896,83.311806,14:29,2019-04-28,MVP Colony,Local Road,27.7,Overcast,Two-wheeler,0.096,77.3,1,43.3
17.665148,83.161192,14:56,2021-08-16,Seethammadhara,National Highway,30.2,Light Rain,Two-wheeler,0.465,75.3,1,38.8
17.716048,83.163512,08:06,2021-05-31,Gopalapatnam,Minor Arterial,32.8,Clear,Car,0.331,71.0,1,51.7
17.899261,83.264308,14:01,2021-09-18,Gajuwaka,Local Road,24.3,Drizzle,Bus,0.006,63.0,1,42.0
17.672477,83.287406,08:38,2020-02-19,Gajuwaka,Major Arterial,26.2,Clear,Car,0.083,64.9,1,85.3
17.624905,83.371954,18:02,2020-08-21,Rushikonda,Major Arterial,29.4,Overcast,Truck,5.222,62.5,1,84.5
17.624153,83.176165,19:54,2019-02-09,Pendurthi,Major Arterial,30.2,Clear,Two-wheeler,0.227,74.6,1,80.6
17.929275,83.355662,07:21,2022-03-30,Dwaraka Nagar,Major Arterial,25.7,Overcast,Car,0.296,80.6,3,27.0
17.777422,83.202512,06:38,2020-12-03,Seethammadhara,Minor Arterial,22.4,Clear,Two-wheeler,0.393,56.4,1,7.8
17.743294,83.248521,14:31,2020-06-20,MVP Colony,State Highway,28.7,Drizzle,Car,0.674,65.3,1,57.1
17.883808,83.229151,18:02,2020-02-24,Pendurthi,Major Arterial,30.6,Overcast,Auto-rickshaw,0.014,58.9,2,74.4
17.892539,83.250039,08:25,2020-10-25,Malkapuram,Local Road,27.8,Clear,Two-wheeler,0.106,63.3,2,64.8
17.716267,83.187624,18:49,2019-04-05,Pendurthi,National Highway,30.1,Clear,Car,0.212,78.0,1,86.0
17.842766,83.275893,14:14,2023-01-05,Kailasagiri,State Highway,32.8,Clear,Car,0.093,81.5,2,41.1
17.869893,83.350411,11:27,2023-05-01,Siripuram,Local Road,25.0,Drizzle,Car,0.119,73.0,1,33.4
17.829128,83.260384,16:49,2021-08-30,Dwaraka Nagar,State Highway,30.2,Clear,Two-wheeler,2.619,70.1,1,47.3
17.653058,83.272653,20:46,2020-10-11,Rushikonda,Major Arterial,30.4,Clear,Two-wheeler,0.007,70.3,4,61.6
17.906559,83.362192,16:38,2023-01-29,Seethammadhara,Major Arterial,25.7,Clear,Two-wheeler,0.082,93.5,5,73.7
17.788683,83.326515,15:51,2019-10-15,Malkapuram,Local Road,21.1,Light Rain,Two-wheeler,0.134,66.6,1,80.7
17.698865,83.272614,23:15,2023-08-27,NAD Junction,State Highway,30.3,Light Rain,Car,0.533,71.2,1,18.1
17.74883,83.214424,14:02,2020-02-16,Siripuram,Local Road,29.0,Light Rain,Two-wheeler,0.118,66.8,1,46.6
17.61315,83.371232,19:32,2020-02-04,NAD Junction,Minor Arterial,32.3,Drizzle,Car,0.103,84.5,2,78.7
17.644753,83.294255,11:38,2020-06-11,MVP Colony,Minor Arterial,26.3,Fog,Two-wheeler,3.864,74.4,2,46.5
17.867941,83.205287,05:47,2021-11-07,Seethammadhara,Local Road,28.5,Clear,Two-wheeler,0.136,63.7,1,19.2
17.600004,83.21728,14:14,2019-05-16,Kurmannapalem,National Highway,26.0,Clear,Car,0.129,64.4,3,49.2
17.745798,83.350783,21:56,2023-01-27,Anakapalle,National Highway,30.2,Clear,Car,0.059,84.5,1,44.6
17.782879,83.161036,08:40,2021-01-28,Rushikonda,Major Arterial,23.4,Clear,Two-wheeler,0.009,70.1,1,58.0
17.619122,83.398023,13:56,2022-06-25,Kurmannapalem,National Highway,27.9,Heavy Rain,Auto-rickshaw,0.534,80.3,1,25.7
17.940577,83.182588,11:54,2021-04-22,Kurmannapalem,Ghat Road,27.9,Light Rain,Two-wheeler,0.006,95.3,1,46.0
17.679144,83.349017,09:19,2020-12-10,Scindia,Minor Arterial,29.0,Light Rain,Car,0.351,79.3,4,49.9
17.70647,83.248694,14:26,2021-10-21,Rushikonda,Minor Arterial,27.4,Clear,Two-wheeler,0.046,70.5,1,49.7
17.70638,83.273054,12:06,2023-09-22,Vizag Port,Local Road,27.3,Overcast,Two-wheeler,3.632,77.6,1,16.5
17.680646,83.370163,17:29,2020-01-16,NAD Junction,Ghat Road,27.8,Clear,Auto-rickshaw,0.434,74.0,1,76.0
17.600516,83.253228,09:13,2020-05-23,MVP Colony,Local Road,31.1,Overcast,Bus,0.219,63.1,1,52.4
17.855271,83.284373,18:17,2023-01-23,Gopalapatnam,Local Road,32.2,Clear,Two-wheeler,0.397,82.3,1,58.5
17.938396,83.162325,13:51,2023-03-09,Anakapalle,Major Arterial,29.4,Clear,Bus,0.421,72.6,1,55.0
17.678503,83.150587,15:30,2021-03-16,Kailasagiri,National Highway,25.9,Clear,Two-wheeler,0.3,64.9,1,53.5
17.832067,83.2112,09:22,2020-04-20,Seethammadhara,National Highway,29.2,Light Rain,Truck,0.142,60.3,1,57.3
17.859664,83.320146,18:16,2023-04-30,MVP Colony,National Highway,34.0,Clear,Car,0.599,74.4,1,100.0
17.896949,83.180316,06:48,2021-08-11,Pendurthi,National Highway,24.8,Light Rain,Two-wheeler,2.553,82.5,1,11.3
17.74792,83.17844,12:16,2021-04-28,Pendurthi,Local Road,31.0,Clear,Auto-rickshaw,0.027,75.8,1,38.9
17.706026,83.25274,12:25,2021-06-15,Kailasagiri,Local Road,22.9,Light Rain,Car,0.817,73.0,1,29.3
17.713853,83.311959,05:41,2019-02-01,Dwaraka Nagar,Minor Arterial,27.6,Overcast,Two-wheeler,0.155,79.3,1,15.5
17.849417,83.328018,09:42,2019-04-28,Anakapalle,Local Road,27.7,Clear,Two-wheeler,0.151,67.8,1,38.5
17.885873,83.194613,07:09,2022-04-22,NAD Junction,Minor Arterial,29.1,Overcast,Auto-rickshaw,0.095,73.0,1,46.1
17.663565,83.169897,00:32,2019-07-10,Scindia,State Highway,28.6,Overcast,Car,1.138,86.3,1,27.7
17.729829,83.385099,11:36,2023-11-06,Pendurthi,Local Road,29.8,Clear,Two-wheeler,0.02,84.3,2,36.6
17.915679,83.215167,15:43,2023-11-09,Bheemunipatnam,Major Arterial,25.9,Drizzle,Two-wheeler,0.213,79.4,1,63.0
17.882343,83.363337,16:01,2023-10-18,Kurmannapalem,Local Road,31.4,Clear,Two-wheeler,0.138,77.9,1,74.4
17.9447,83.365873,14:22,2019-03-15,Anakapalle,State Highway,24.4,Clear,Two-wheeler,0.31,94.1,1,27.7
17.863987,83.343131,14:43,2020-09-14,Dwaraka Nagar,Local Road,30.3,Light Rain,Two-wheeler,1.773,60.5,1,43.1
17.737618,83.192208,07:53,2022-01-31,MVP Colony,Minor Arterial,26.7,Light Rain,Car,0.024,100.0,1,42.2
17.806723,83.35545,12:09,2021-05-20,Seethammadhara,Minor Arterial,33.9,Drizzle,Two-wheeler,0.086,55.6,1,33.9
17.831355,83.342313,00:58,2020-08-08,Malkapuram,National Highway,26.7,Heavy Rain,Two-wheeler,1.999,69.4,1,9.8
17.62746,83.299181,16:33,2020-02-24,Anakapalle,Major Arterial,25.9,Overcast,Car,0.082,45.1,1,58.5
17.790574,83.234301,14:39,2020-04-17,Bheemunipatnam,Minor Arterial,32.8,Drizzle,Two-wheeler,0.167,84.9,1,39.3
17.848262,83.215627,21:00,2023-11-23,Siripuram,Major Arterial,29.3,Clear,Truck,0.65,57.3,1,40.8
17.658562,83.180472,09:39,2019-04-24,Pendurthi,Local Road,29.4,Clear,Two-wheeler,0.017,66.8,1,56.3
17.873221,83.277439,10:23,2022-11-03,Anakapalle,Local Road,29.6,Clear,Car,0.042,82.7,1,56.3
17.80432,83.296315,18:51,2022-08-29,Dwaraka Nagar,Minor Arterial,27.6,Fog,Car,0.983,70.2,2,89.0
17.933278,83.239835,10:36,2019-11-26,Pendurthi,Major Arterial,28.4,Clear,Two-wheeler,0.268,75.4,1,48.2
17.614848,83.26884,20:43,2019-12-05,MVP Colony,Local Road,29.0,Light Rain,Bus,0.08,63.1,4,63.4
17.692864,83.240879,09:29,2019-08-26,Seethammadhara,State Highway,23.8,Drizzle,Car,0.187,63.1,1,62.1
17.810544,83.310252,00:00,2022-04-11,Seethammadhara,National Highway,31.0,Overcast,Two-wheeler,0.076,86.3,2,24.1
17.703796,83.375315,08:24,2019-03-20,Gajuwaka,National Highway,23.6,Light Rain,Auto-rickshaw,0.207,80.3,1,65.5
17.850048,83.19098,00:56,2020-04-08,Malkapuram,National Highway,27.9,Overcast,Truck,0.315,79.5,1,41.9
17.865652,83.245352,16:37,2020-08-27,Bheemunipatnam,Minor Arterial,27.7,Overcast,Car,5.659,66.6,1,71.2
17.635881,83.185217,18:48,2023-03-05,Anakapalle,State Highway,30.9,Light Rain,Two-wheeler,0.287,77.0,1,63.7
17.779849,83.306236,17:04,2020-07-15,Bheemunipatnam,Minor Arterial,27.3,Heavy Rain,Two-wheeler,1.017,67.8,1,82.7
17.778112,83.332218,17:43,2019-10-12,Siripuram,Minor Arterial,26.9,Clear,Car,0.069,77.8,1,62.7
17.729248,83.382978,13:34,2019-08-11,Seethammadhara,Minor Arterial,26.6,Light Rain,Two-wheeler,3.937,72.9,1,62.0
17.926524,83.219718,16:46,2020-08-15,Rushikonda,Major Arterial,29.2,Heavy Rain,Car,1.146,78.8,2,57.8
17.889627,83.387553,16:38,2022-07-13,Malkapuram,Local Road,24.6,Heavy Rain,Car,1.751,70.6,1,66.2
17.844023,83.165816,17:36,2023-08-18,Gopalapatnam,Minor Arterial,23.8,Overcast,Car,0.959,90.5,1,74.3
17.850014,83.300753,13:34,2020-01-08,Seethammadhara,Major Arterial,32.1,Clear,Car,0.055,80.3,1,66.7
17.761601,83.164283,09:05,2022-06-10,Pendurthi,Minor Arterial,29.2,Overcast,Auto-rickshaw,1.188,78.5,2,52.4
17.922348,83.373444,09:47,2021-06-29,Anakapalle,State Highway,25.9,Overcast,Auto-rickshaw,2.748,80.8,1,41.3
17.843108,83.282452,18:16,2021-04-07,Dwaraka Nagar,Major Arterial,29.1,Drizzle,Car,0.097,69.0,1,70.2
17.855143,83.317337,03:09,2019-08-24,Scindia,Ghat Road,26.3,Light Rain,Two-wheeler,1.657,69.1,4,0.0
17.901592,83.357893,08:29,2020-11-01,Vizag Port,State Highway,24.1,Clear,Truck,0.009,74.7,2,57.5
17.695925,83.187578,10:16,2021-04-07,Rushikonda,Minor Arterial,30.1,Overcast,Two-wheeler,0.551,62.0,1,52.8
17.882475,83.159648,18:59,2021-02-01,Malkapuram,State Highway,28.1,Light Rain,Two-wheeler,0.701,84.1,1,78.4
17.668334,83.36972,03:28,2022-08-30,Dwaraka Nagar,Local Road,32.1,Overcast,Car,0.732,58.6,5,5.3
17.72087,83.228733,23:33,2020-01-15,Seethammadhara,Major Arterial,28.3,Drizzle,Car,0.138,66.1,1,25.3
17.717464,83.182245,18:00,2021-03-04,Vizag Port,Major Arterial,30.2,Clear,Car,0.035,67.6,1,70.5
17.942484,83.267115,08:00,2020-09-05,NAD Junction,Minor Arterial,27.1,Light Rain,Two-wheeler,0.328,76.1,1,60.3
17.899788,83.299577,18:03,2020-07-16,Dwaraka Nagar,Minor Arterial,26.6,Clear,Auto-rickshaw,1.382,100.0,1,73.2
17.845409,83.157743,17:45,2020-02-24,Gajuwaka,Minor Arterial,28.0,Drizzle,Truck,0.197,67.1,3,90.6
17.85447,83.218724,16:00,2019-02-21,Pendurthi,Minor Arterial,30.6,Clear,Car,0.084,80.5,1,50.0
17.796725,83.1582,10:15,2023-10-11,Gajuwaka,Major Arterial,26.2,Clear,Two-wheeler,0.094,80.1,1,52.6
17.931482,83.255084,05:49,2021-03-29,Rushikonda,Major Arterial,28.7,Clear,Car,0.141,83.7,1,0.0
17.773691,83.373775,08:27,2023-07-25,Gajuwaka,Minor Arterial,28.6,Overcast,Two-wheeler,4.215,67.0,1,73.3
17.733181,83.395663,09:55,2023-03-13,Malkapuram,Minor Arterial,27.9,Light Rain,Car,0.032,85.5,1,57.5
17.657062,83.309262,08:41,2023-12-11,NAD Junction,State Highway,30.6,Clear,Bus,0.16,62.7,4,53.5
17.875172,83.190409,07:52,2019-07-24,Kailasagiri,Minor Arterial,28.1,Clear,Truck,0.09,72.4,1,35.2
17.857055,83.376462,18:19,2021-09-27,Malkapuram,Local Road,27.6,Light Rain,Car,0.92,62.5,1,98.2
17.734524,83.279062,18:06,2020-12-31,Bheemunipatnam,Local Road,27.8,Overcast,Truck,0.101,78.6,1,98.3
17.608818,83.188437,18:18,2019-09-14,MVP Colony,National Highway,21.6,Light Rain,Car,0.269,74.3,2,88.7
17.893649,83.380432,10:26,2019-07-04,Gopalapatnam,Major Arterial,27.5,Heavy Rain,Truck,0.269,70.9,1,38.0
17.603996,83.339367,19:20,2019-05-25,Scindia,Major Arterial,27.8,Light Rain,Cycle,0.12,79.5,1,76.9
17.846295,83.332926,14:50,2023-09-10,Dwaraka Nagar,Major Arterial,27.4,Drizzle,Truck,0.203,72.3,1,45.0
17.93959,83.327295,12:21,2021-11-03,Gajuwaka,Minor Arterial,27.9,Clear,Two-wheeler,0.07,72.1,1,41.9
17.753181,83.200085,07:16,2019-09-03,MVP Colony,Major Arterial,29.4,Light Rain,Truck,0.111,79.1,3,65.0
17.682241,83.202752,16:23,2019-07-06,Gopalapatnam,National Highway,34.0,Light Rain,Two-wheeler,0.529,77.0,2,50.7
17.846705,83.322073,08:11,2022-09-22,Bheemunipatnam,State Highway,32.0,Heavy Rain,Car,1.144,63.2,1,69.7
17.885995,83.204931,17:22,2022-07-06,Dwaraka Nagar,State Highway,28.0,Overcast,Car,2.043,56.4,1,64.2
17.791251,83.259668,13:33,2021-05-15,Dwaraka Nagar,Major Arterial,32.7,Clear,Two-wheeler,0.355,83.8,1,52.2
17.938462,83.3455,18:23,2019-02-09,Seethammadhara,State Highway,26.8,Overcast,Two-wheeler,0.082,74.2,1,77.7
17.618084,83.345988,14:24,2020-08-23,Pendurthi,National Highway,28.6,Heavy Rain,Car,4.19,83.8,1,56.1
17.776678,83.263315,09:02,2023-07-19,Pendurthi,State Highway,28.6,Light Rain,Auto-rickshaw,0.413,59.1,1,46.7
17.851459,83.348047,19:11,2021-08-19,Kurmannapalem,Local Road,25.1,Overcast,Auto-rickshaw,0.126,63.4,1,76.2
17.901924,83.359655,13:43,2022-12-12,Malkapuram,Local Road,26.6,Clear,Car,0.518,66.6,4,66.0
17.662739,83.313694,14:10,2021-09-12,Kailasagiri,Major Arterial,22.9,Heavy Rain,Auto-rickshaw,1.164,72.5,1,32.9
17.880001,83.207106,07:26,2022-10-06,Kurmannapalem,Local Road,27.5,Drizzle,Truck,0.087,79.7,2,32.9
17.793447,83.218503,15:43,2019-01-09,Gajuwaka,State Highway,27.9,Overcast,Two-wheeler,0.457,91.5,5,83.1
17.738794,83.22871,20:47,2019-12-16,Pendurthi,Minor Arterial,27.8,Overcast,Two-wheeler,0.299,67.3,1,62.5
17.6461,83.179201,13:55,2019-03-25,Gopalapatnam,State Highway,25.0,Light Rain,Two-wheeler,0.357,86.1,1,21.1
17.902854,83.21829,14:45,2020-06-16,Seethammadhara,Local Road,27.8,Light Rain,Two-wheeler,0.519,56.6,1,43.7
17.655046,83.20238,16:17,2021-09-15,Gajuwaka,State Highway,28.5,Drizzle,Car,3.101,68.1,1,65.8
17.708426,83.263832,07:17,2023-12-22,Vizag Port,National Highway,29.4,Clear,Car,0.21,75.9,1,41.9
17.701516,83.377109,19:07,2019-12-24,Kurmannapalem,Major Arterial,28.8,Drizzle,Truck,0.268,68.5,1,80.6
17.904995,83.17612,11:54,2020-01-13,Seethammadhara,Local Road,27.1,Drizzle,Car,0.075,95.6,1,45.3
17.835446,83.330067,14:01,2019-06-21,Kailasagiri,State Highway,27.6,Overcast,Car,0.422,65.6,1,34.3
17.878838,83.321821,01:43,2021-11-14,Anakapalle,Major Arterial,28.8,Clear,Two-wheeler,0.105,77.9,1,25.5
17.687664,83.173939,05:18,2020-01-28,Kailasagiri,Major Arterial,26.7,Overcast,Car,0.171,76.1,2,14.0
17.818706,83.380643,20:41,2022-01-31,MVP Colony,Local Road,25.4,Heavy Rain,Car,0.219,85.9,1,52.0
17.800111,83.292118,09:25,2020-12-02,Anakapalle,Major Arterial,26.9,Fog,Two-wheeler,0.138,59.1,1,69.7
17.891491,83.240931,02:42,2022-06-13,Anakapalle,Minor Arterial,29.2,Overcast,Cycle,1.8,76.4,1,8.9
17.91713,83.339135,08:05,2022-12-04,Rushikonda,Major Arterial,30.2,Clear,Car,0.246,76.5,1,71.6
17.604255,83.214341,12:18,2020-07-02,Dwaraka Nagar,Minor Arterial,30.8,Light Rain,Two-wheeler,1.645,81.6,1,51.8
17.835907,83.323377,18:18,2021-02-22,NAD Junction,National Highway,25.5,Light Rain,Car,0.058,81.0,1,75.4
17.618143,83.159928,20:55,2019-11-28,Dwaraka Nagar,Major Arterial,33.8,Clear,Two-wheeler,0.118,77.2,2,43.1
17.792101,83.359852,17:55,2023-08-15,Malkapuram,Local Road,25.9,Overcast,Truck,2.177,79.0,1,85.6
17.700671,83.262043,19:40,2021-03-04,Rushikonda,Minor Arterial,27.3,Clear,Car,0.436,75.6,1,80.9
17.707372,83.309173,13:47,2023-04-05,Siripuram,Ghat Road,34.6,Light Rain,Bus,0.139,79.3,1,49.4
17.723535,83.205309,06:15,2020-10-10,Gajuwaka,Local Road,23.0,Clear,Two-wheeler,0.865,79.0,1,27.2
17.817452,83.319268,17:22,2021-09-09,Seethammadhara,Major Arterial,28.4,Clear,Truck,0.288,90.0,1,81.2
17.716917,83.34306,10:32,2021-11-18,Dwaraka Nagar,Minor Arterial,27.1,Light Rain,Car,0.051,74.5,1,35.9
17.856445,83.268303,05:54,2020-06-26,Gopalapatnam,Local Road,23.8,Overcast,Two-wheeler,0.926,63.5,1,12.0
17.741585,83.304432,07:32,2021-11-08,Gopalapatnam,State Highway,23.9,Clear,Two-wheeler,0.142,73.0,1,26.9
17.623924,83.264081,12:57,2022-03-17,NAD Junction,National Highway,31.4,Overcast,Two-wheeler,0.11,97.0,1,35.5
17.874316,83.373523,10:09,2023-02-03,Seethammadhara,Major Arterial,29.5,Light Rain,Car,0.113,73.3,1,53.4
